file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/opengl/texture/compressed/pvr/PVRGZTexture.java,org.anddev.andengine.opengl.texture.compressed.pvr.PVRGZTexture,class,5,5,0,5,9,3,0,1,36,0.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1025,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/engine/Engine.java,org.anddev.andengine.engine.Engine$State,innerclass,0,0,0,0,6,1,0,2,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,4,1,0,0,0,0,1,0,0,0,21,0,2,0,0,0,0,0,3,0,1,1,0,0,0,13,10,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/opengl/shader/PositionTextureCoordinatesPositionInterpolationTextureSelectShaderProgram.java,org.anddev.andengine.opengl.shader.PositionTextureCoordinatesPositionInterpolationTextureSelectShaderProgram,class,4,6,2,4,6,2,0,10,8,0.72499996,0.0,0.0,5,1,3,1,1,0,4,0,0,0,8,8,7,1,0,0,2,0,1,47,1,0,1,0,0,23,4,13,1,8,1,0,0,0,56,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/util/SmartList.java,org.anddev.andengine.util.SmartList,class,3,9,6,3,26,4,0,6,55,1.0,0.0,0.0,11,0,11,0,0,0,11,0,0,0,1,1,0,1,0,0,1,0,0,83,9,8,0,0,0,0,16,20,7,18,2,0,0,0,42,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/entity/modifier/SingleValueSpanEntityModifier.java,org.anddev.andengine.entity.modifier.SingleValueSpanEntityModifier,class,6,13,7,6,5,4,6,0,10,0.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1025,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/util/modifier/ease/EaseElasticIn.java,org.anddev.andengine.util.modifier.ease.EaseElasticIn,class,3,5,2,3,7,1,0,3,6,0.75,0.0,0.0,4,2,3,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,26,5,0,3,0,1,0,8,4,10,4,1,0,0,0,31,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/engine/LimitedFPSEngine.java,org.anddev.andengine.engine.LimitedFPSEngine,class,2,2,0,2,3,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,19,0,0,0,0,1,0,1,4,4,4,1,0,0,0,61,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/util/progress/ProgressMonitor.java,org.anddev.andengine.util.progress.ProgressMonitor,class,2,3,1,2,9,1,0,2,0,0.5714286,0.46666667,0.6666667,7,0,6,1,0,0,6,0,0,0,5,0,0,5,0,0,2,0,0,44,2,0,2,0,1,0,4,12,4,7,1,0,0,0,25,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/sensor/location/LocationSensorOptions.java,org.anddev.andengine.sensor.location.LocationSensorOptions,class,1,3,2,1,8,2,0,6,10,0.775,0.32142857,0.75,8,0,8,0,0,0,8,0,0,0,5,2,0,5,0,0,2,0,0,38,3,0,0,0,0,0,2,11,1,5,0,0,0,0,44,1,0
/Users/victorfrancorezende/./AndEngine/src/org/anddev/andengine/entity/modifier/RotationAtModifier.java,org.anddev.andengine.entity.modifier.RotationAtModifier,class,6,7,1,6,7,6,0,3,0,0.14285715,0.71428573,0.71428573,7,0,5,0,2,0,7,0,0,0,2,0,0,2,0,0,2,0,2,36,1,0,0,0,0,0,0,10,0,2,0,0,0,0,22,1,0
